GHHK01016803_1__124_1482___	PTHR10357	SF:PTHR10357:SF196;NAME:Maltase A2;
GHHK01010251_1__3_1058___	PTHR12128	SF:PTHR12128:SF15;NAME:4-hydroxy-2-oxoglutarate aldolase, mitochondrial;
GHHK01005065_1__1_1008___	PTHR10963	SF:PTHR10963:SF55;NAME:Gram-negative bacteria-binding protein 3;
GHHK01007597_1__44_1288___	PTHR10678	SF:PTHR10678:SF2;NAME:26S proteasome non-ATPase regulatory subunit 11;  GO-Annotations:GO:0043248;GO:0008541;GO:0006511;GO:0005198;
GHHK01013561_1__276_1232___	PTHR10210	SF:PTHR10210:SF32;NAME:Ribose-phosphate pyrophosphokinase 2-related;
GHHK01005820_1__161_1237___	PTHR10210	SF:PTHR10210:SF53;NAME:;
GHHK01006579_1__2_556___	PTHR12258	SF:PTHR12258:SF5;NAME:BcDNA.GH02250-related;  GO-Annotations:GO:0035971;GO:0005829;GO:0008969;
GHHK01011895_1__3_1370___	PTHR43983	SF:PTHR43983:SF2;NAME:Insulin-like growth factor-binding protein complex acid labile subunit;
GHHK01000590_1__226_1554___	PTHR13468	SF:PTHR13468:SF1;NAME:Protein DEK;  GO-Annotations:GO:0042393;GO:2000779;GO:0005634;
GHHK01020655_1__168_1889___	PTHR11817	SF:PTHR11817:SF3;NAME:AT14039p-related;  GO-Annotations:GO:0006096;GO:0005737;GO:0004743;
GHHK01010229_1__80_706___	PTHR10083	SF:PTHR10083:SF325;NAME:Kunitz-type protease inhibitor 3;
GHHK01005325_1__1_342___	PTHR10083	SF:PTHR10083:SF217;NAME:;
GHHK01009376_1__157_1368___	PTHR10012	SF:PTHR10012:SF0;NAME:Serine/threonine-protein phosphatase 2A activator;  GO-Annotations:GO:0030472;GO:0008160;GO:0005634;GO:0003755;GO:0005737;GO:0000159;
GHHK01016178_1__1_447___	PTHR11412	SF:PTHR11412:SF142;NAME:;
GHHK01018203_1__3_533___	PTHR11412	SF:PTHR11412:SF142;NAME:;
GHHK01004504_1__610_4926___	PTHR11412	SF:PTHR11412:SF142;NAME:;
GHHK01016305_1__1_2808___	PTHR10194	SF:PTHR10194:SF19;NAME:Ras GTPase-activating protein 1;
GHHK01017559_1__130_1275___	PTHR24260	SF:PTHR24260:SF90;NAME:GH12831p-related;
GHHK01007566_1__323_2146___	PTHR24260	SF:PTHR24260:SF105;NAME:GH05918p;
GHHK01010256_1__101_1327___	PTHR24260	SF:PTHR24260:SF105;NAME:GH05918p;
GHHK01004402_1__1_1668___	PTHR24260	SF:PTHR24260:SF89;NAME:;
GHHK01005273_1__101_1330___	PTHR24260	SF:PTHR24260:SF89;NAME:;
GHHK01001348_1__1_1452___	PTHR24260	SF:PTHR24260:SF104;NAME:EG:BACR7A4.3 protein-related;
GHHK01006398_1__2_1243___	PTHR24260	SF:PTHR24260:SF105;NAME:GH05918p;
GHHK01019657_1__56_961___	PTHR11941	SF:PTHR11941:SF54;NAME:Enoyl-CoA hydratase, mitochondrial;  GO-Annotations:GO:0006635;GO:0004300;
GHHK01025331_1__221_1963___	PTHR23239	SF:PTHR23239:SF174;NAME:Intermediate filament protein ifa-1;
GHHK01016761_1__215_1981___	PTHR23239	SF:PTHR23239:SF234;NAME:Lamin Dm0-related;
GHHK01014883_1__119_1969___	PTHR19856	SF:PTHR19856:SF0;NAME:WD repeat-containing protein 1;  GO-Annotations:GO:0051015;GO:0030864;GO:0030836;GO:0042643;GO:0030042;GO:0045214;GO:0040011;
GHHK01012384_1__228_3656___	PTHR12093	SF:PTHR12093:SF10;NAME:Membrane-associated protein Hem;  GO-Annotations:GO:0016477;GO:0030866;GO:0048812;GO:0030031;GO:0031209;GO:0000902;
GHHK01007718_1__116_1474___	PTHR10652	SF:PTHR10652:SF0;NAME:Adenylyl cyclase-associated protein;  GO-Annotations:GO:0030864;GO:0007165;GO:0045761;GO:0008154;GO:0007163;GO:0000902;GO:0008179;GO:0003779;
GHHK01013649_1__81_2966___	PTHR22891	SF:PTHR22891:SF7;NAME:RNA interference promoting factor RDE-1;
GHHK01000881_1__63_1073___	PTHR11787	SF:PTHR11787:SF8;NAME:GDP dissociation inhibitor, isoform A;
GHHK01015068_1__126_1463___	PTHR11787	SF:PTHR11787:SF8;NAME:GDP dissociation inhibitor, isoform A;
GHHK01025125_1__124_522___	PTHR11787	SF:PTHR11787:SF8;NAME:GDP dissociation inhibitor, isoform A;
GHHK01019440_1__71_2284___	PTHR18968	SF:PTHR18968:SF155;NAME:Acetolactate synthase-like protein;
GHHK01015735_1__1_378___	PTHR24096	SF:PTHR24096:SF266;NAME:;
GHHK01012353_1__148_627___	PTHR24096	SF:PTHR24096:SF307;NAME:;
GHHK01008425_1__155_1342___	PTHR18843	SF:PTHR18843:SF7;NAME:;
GHHK01005186_1__3_1346___	PTHR11533	SF:PTHR11533:SF246;NAME:;  GO-Annotations:GO:0005737;GO:0042277;GO:0043171;GO:0006508;GO:0070006;GO:0008270;
GHHK01018696_1__94_2694___	PTHR11533	SF:PTHR11533:SF205;NAME:Puromycin-sensitive aminopeptidase-related;  GO-Annotations:GO:0005737;GO:0042277;GO:0043171;GO:0006508;GO:0070006;GO:0008270;
GHHK01014820_1__179_1105___	PTHR11533	SF:PTHR11533:SF246;NAME:;  GO-Annotations:GO:0005737;GO:0042277;GO:0043171;GO:0006508;GO:0070006;GO:0008270;
GHHK01025838_1__172_2010___	PTHR11533	SF:PTHR11533:SF174;NAME:Leukotriene A-4 hydrolase;  GO-Annotations:GO:0005737;GO:0044255;GO:0042277;GO:0043171;GO:0006508;GO:0070006;GO:0008270;GO:0004301;
GHHK01007139_1__177_1613___	PTHR43807	SF:PTHR43807:SF20;NAME:Nematode Kynurenine AminoTransferase;
GHHK01022425_1__66_614___	PTHR11711	SF:PTHR11711:SF30;NAME:ADP-ribosylation factor 2;
GHHK01018568_1__156_737___	PTHR11711	SF:PTHR11711:SF12;NAME:RE74312p;
GHHK01023121_1__115_522___	PTHR11711	SF:PTHR11711:SF308;NAME:ADP-ribosylation factor 5;
GHHK01001438_1__132_626___	PTHR11711	SF:PTHR11711:SF304;NAME:ADP-ribosylation factor 1;
GHHK01004151_1__2_424___	PTHR11711	SF:PTHR11711:SF30;NAME:ADP-ribosylation factor 2;
GHHK01012262_1__159_4715___	PTHR11972	SF:PTHR11972:SF126;NAME:Dual oxidase;
GHHK01019880_1__181_966___	PTHR11527	SF:PTHR11527:SF252;NAME:Heat shock protein beta-11;
GHHK01019496_1__71_1375___	PTHR11902	SF:PTHR11902:SF1;NAME:Enolase;
GHHK01016208_1__177_1010___	PTHR23222	SF:PTHR23222:SF0;NAME:Prohibitin;
GHHK01004294_1__111_1007___	PTHR23222	SF:PTHR23222:SF1;NAME:Prohibitin-2;
GHHK01007907_1__197_895___	PTHR10851	SF:PTHR10851:SF0;NAME:Pyridoxine-5'-phosphate oxidase;  GO-Annotations:GO:0004733;GO:0042823;
GHHK01009198_1__215_3286___	PTHR23152	SF:PTHR23152:SF4;NAME:GH27234p-related;  GO-Annotations:GO:0004591;GO:0006099;GO:0005739;GO:0045252;
GHHK01008465_1__115_1293___	PTHR23305	SF:PTHR23305:SF11;NAME:Obg-like ATPase 1;  GO-Annotations:GO:0005737;GO:0016887;
GHHK01011709_1__93_470___	PTHR10497	SF:PTHR10497:SF0;NAME:60S ribosomal protein L27;  GO-Annotations:GO:0003735;GO:0022625;
GHHK01015924_1__81_710___	PTHR43444	SF:PTHR43444:SF10;NAME:;  GO-Annotations:GO:0070301;GO:0006357;GO:0005829;GO:0005739;GO:0005634;GO:0003713;
GHHK01010998_1__73_849___	PTHR43920	SF:PTHR43920:SF5;NAME:Chloride intracellular channel, isoform A;  GO-Annotations:GO:0005254;GO:0005634;
GHHK01006200_1__92_2638___	PTHR11468	SF:PTHR11468:SF26;NAME:Glycogen phosphorylase;  GO-Annotations:GO:0005737;GO:0030170;GO:0005980;GO:0008184;
GHHK01013584_1__22_708___	PTHR10589	SF:PTHR10589:SF17;NAME:Ubiquitin carboxyl-terminal hydrolase;  GO-Annotations:GO:0005737;GO:0016579;GO:0004843;
GHHK01017284_1__96_503___	PTHR10732	SF:PTHR10732:SF0;NAME:40S ribosomal protein S17;
GHHK01008521_1__2_730___	PTHR42776	SF:PTHR42776:SF4;NAME:Acylamino-acid-releasing enzyme;
GHHK01028334_1__125_1060___	PTHR43561	SF:PTHR43561:SF3;NAME:Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;
GHHK01005311_1__117_662___	PTHR17901	SF:PTHR17901:SF14;NAME:Magnesium-dependent phosphatase 1;
GHHK01019391_1__170_1213___	PTHR11404	SF:PTHR11404:SF6;NAME:Superoxide dismutase [Mn], mitochondrial;
GHHK01009849_1__146_817___	PTHR11404	SF:PTHR11404:SF6;NAME:Superoxide dismutase [Mn], mitochondrial;
GHHK01019682_1__43_897___	PTHR10623	SF:PTHR10623:SF6;NAME:Eb1, isoform F-related;
GHHK01007176_1__91_2454___	PTHR43160	SF:PTHR43160:SF3;NAME:Aconitate hydratase, mitochondrial;
GHHK01008497_1__137_2341___	PTHR12103	SF:PTHR12103:SF15;NAME:Cytosolic purine 5'-nucleotidase;  GO-Annotations:GO:0008253;
GHHK01029865_1__3_428___	PTHR11592	
GHHK01016442_1__138_1691___	PTHR11911	SF:PTHR11911:SF111;NAME:Inosine-5'-monophosphate dehydrogenase;  GO-Annotations:GO:0005737;GO:0003938;GO:0006183;
GHHK01005670_1__3_335___	PTHR11034	SF:PTHR11034:SF19;NAME:GH09802p;  GO-Annotations:GO:0005737;GO:0007165;
GHHK01020653_1__2_631___	PTHR43128	SF:PTHR43128:SF7;NAME:L-lactate dehydrogenase A chain;
GHHK01014416_1__2_409___	PTHR11758	SF:PTHR11758:SF16;NAME:Ribosomal protein S15a;  GO-Annotations:GO:0003735;GO:0022627;
GHHK01006965_1__37_618___	PTHR11220	SF:PTHR11220:SF1;NAME:;
GHHK01007065_1__2_616___	PTHR11847	SF:PTHR11847:SF13;NAME:60S ribosomal protein L15;  GO-Annotations:GO:0003735;GO:0044822;GO:0002181;GO:0022625;
GHHK01019221_1__30_389___	PTHR12850	SF:PTHR12850:SF5;NAME:40S ribosomal protein S25;
GHHK01008059_1__28_744___	PTHR23164	SF:PTHR23164:SF6;NAME:Early endosome antigen 1;
GHHK01014434_1__2_1000___	PTHR10827	SF:PTHR10827:SF52;NAME:Calumenin;
GHHK01009086_1__229_1233___	PTHR10827	SF:PTHR10827:SF58;NAME:LD34388p;
GHHK01019396_1__81_1400___	PTHR23074	SF:PTHR23074:SF72;NAME:Vacuolar protein sorting-associated protein 4B;  GO-Annotations:GO:0016887;GO:0007033;GO:0005634;
GHHK01030096_1__236_1606___	PTHR11559	SF:PTHR11559:SF348;NAME:Carboxylic ester hydrolase;  GO-Annotations:GO:0005615;GO:0052689;
GHHK01015495_1__108_443___	PTHR13177	SF:PTHR13177:SF4;NAME:RH17411p;  GO-Annotations:GO:0034198;GO:0097190;GO:0070513;GO:0010507;
GHHK01009711_1__245_2470___	PTHR42881	SF:PTHR42881:SF2;NAME:Prolyl endopeptidase;  GO-Annotations:GO:0005737;GO:0005829;GO:0004175;GO:0070012;
GHHK01005550_1__62_2413___	PTHR23422	SF:PTHR23422:SF11;NAME:Dipeptidyl peptidase 3;  GO-Annotations:GO:0005737;GO:0008239;
GHHK01006147_1__123_2318___	PTHR12771	SF:PTHR12771:SF3;NAME:Ced-12;
GHHK01009085_1__2_610___	PTHR12147	SF:PTHR12147:SF23;NAME:;
GHHK01004737_1__3_1412___	PTHR43272	SF:PTHR43272:SF5;NAME:Acyl-CoA synthetase long-chain, isoform J;
GHHK01014772_1__169_2298___	PTHR43272	SF:PTHR43272:SF5;NAME:Acyl-CoA synthetase long-chain, isoform J;
GHHK01011038_1__226_1377___	PTHR23180	SF:PTHR23180:SF267;NAME:;
GHHK01014452_1__84_1769___	PTHR23180	SF:PTHR23180:SF16;NAME:ADP-ribosylation factor GTPase activating protein 3, isoform H;
GHHK01027543_1__2_427___	PTHR19855	SF:PTHR19855:SF12;NAME:WD repeat-containing protein 37;  GO-Annotations:GO:0000460;GO:0030687;GO:0000470;GO:0070545;
GHHK01010608_1__343_1485___	PTHR12395	SF:PTHR12395:SF9;NAME:Decapping and exoribonuclease protein;
GHHK01012921_1__272_1597___	PTHR24216	SF:PTHR24216:SF46;NAME:GH01042p-related;
GHHK01008606_1__87_1298___	PTHR10621	SF:PTHR10621:SF0;NAME:UV excision repair protein RAD23 homolog A;
GHHK01008969_1__189_1367___	PTHR11879	SF:PTHR11879:SF10;NAME:Aspartate aminotransferase;  GO-Annotations:GO:0005739;GO:0004069;GO:0006533;
GHHK01016890_1__109_1332___	PTHR11879	SF:PTHR11879:SF22;NAME:Aspartate aminotransferase;  GO-Annotations:GO:0006532;GO:0005829;GO:0004069;
GHHK01004379_1__115_1287___	PTHR14191	SF:PTHR14191:SF3;NAME:GH04176p;
GHHK01016712_1__1_1212___	PTHR10314	SF:PTHR10314:SF8;NAME:Cystathionine beta-synthase-related;  GO-Annotations:GO:0005737;GO:0030170;GO:0020037;
GHHK01012240_1__162_1496___	PTHR11871	SF:PTHR11871:SF0;NAME:Protein phosphatase PP2A 55 kDa regulatory subunit;  GO-Annotations:GO:0004722;GO:0000159;GO:0070262;GO:0032502;GO:0000278;GO:0005829;
GHHK01016407_1__3_1946___	PTHR13018	SF:PTHR13018:SF79;NAME:RE44586p;
GHHK01016156_1__94_1602___	PTHR31158	SF:PTHR31158:SF7;NAME:;
GHHK01020648_1__169_2460___	PTHR43612	SF:PTHR43612:SF3;NAME:Trifunctional enzyme subunit alpha, mitochondrial;  GO-Annotations:GO:0006635;GO:0016509;GO:0005739;GO:0004300;GO:0016507;
GHHK01013944_1__127_2340___	PTHR10454	SF:PTHR10454:SF204;NAME:Caspase;  GO-Annotations:GO:0005737;GO:0006915;GO:0097153;
GHHK01018704_1__2_1837___	PTHR43557	SF:PTHR43557:SF2;NAME:Monodehydroascorbate reductase 4, peroxisomal;
GHHK01017064_1__53_796___	PTHR11054	SF:PTHR11054:SF0;NAME:6-phosphogluconolactonase;  GO-Annotations:GO:0009051;GO:0005737;GO:0017057;
GHHK01019792_1__1_396___	PTHR10956	SF:PTHR10956:SF0;NAME:60S ribosomal protein L31;  GO-Annotations:GO:0003735;GO:0002181;GO:0022625;
GHHK01010889_1__87_1379___	PTHR24031	SF:PTHR24031:SF75;NAME:ATP-dependent RNA helicase DDX39A;  GO-Annotations:GO:0000398;GO:0004004;GO:0010501;GO:0006406;GO:0010468;GO:0005681;
GHHK01001535_1__112_1881___	PTHR24031	SF:PTHR24031:SF219;NAME:LD32873p;  GO-Annotations:GO:0004004;GO:0010501;GO:0045893;
GHHK01010142_1__218_1858___	PTHR24031	SF:PTHR24031:SF544;NAME:ATP-dependent RNA helicase bel;  GO-Annotations:GO:0036464;GO:0004004;GO:0010501;GO:0010468;
GHHK01013625_1__203_1372___	PTHR24031	SF:PTHR24031:SF221;NAME:Eukaryotic initiation factor 4A-I;  GO-Annotations:GO:0006413;GO:0004004;GO:0010501;GO:0010468;
GHHK01005903_1__179_1510___	PTHR24031	SF:PTHR24031:SF219;NAME:LD32873p;  GO-Annotations:GO:0004004;GO:0010501;GO:0045893;
GHHK01016225_1__127_1338___	PTHR24031	SF:PTHR24031:SF57;NAME:Eukaryotic initiation factor 4A-III;  GO-Annotations:GO:0004004;GO:0008380;GO:0010501;GO:0010468;GO:0071013;
GHHK01018506_1__44_559___	PTHR24416	SF:PTHR24416:SF487;NAME:;  GO-Annotations:GO:0031434;GO:0009968;GO:0030154;GO:0043066;GO:0007275;GO:0004709;GO:0070374;
GHHK01006554_1__134_4750___	PTHR24416	SF:PTHR24416:SF400;NAME:Receptor protein-tyrosine kinase;  GO-Annotations:GO:0031434;GO:0009968;GO:0030154;GO:0043066;GO:0007275;GO:0004709;GO:0070374;
GHHK01020499_1__798_1736___	PTHR11614	SF:PTHR11614:SF87;NAME:Monoglyceride lipase;  GO-Annotations:GO:0016020;GO:0047372;GO:0009966;GO:0006629;GO:0016298;
GHHK01026678_1__353_1861___	PTHR44221	SF:PTHR44221:SF4;NAME:Transmembrane protease serine 9;
GHHK01009112_1__3_1070___	PTHR44221	SF:PTHR44221:SF3;NAME:;
GHHK01015970_1__3_776___	PTHR44221	SF:PTHR44221:SF3;NAME:;
GHHK01004859_1__120_1265___	PTHR44221	SF:PTHR44221:SF4;NAME:Transmembrane protease serine 9;
GHHK01017648_1__101_1672___	PTHR43450	SF:PTHR43450:SF1;NAME:Aspartate--tRNA ligase, cytoplasmic;
GHHK01001426_1__144_2120___	PTHR11130	SF:PTHR11130:SF0;NAME:Glutathione synthetase;  GO-Annotations:GO:0004363;GO:0043295;GO:0005829;
GHHK01010234_1__107_1108___	PTHR11363	SF:PTHR11363:SF5;NAME:60S ribosomal protein L3-like;  GO-Annotations:GO:0003735;GO:0044822;GO:0000027;GO:0022625;
GHHK01016998_1__2_490___	PTHR44085	SF:PTHR44085:SF2;NAME:Sepiapterin reductase;
GHHK01015766_1__168_719___	PTHR11176	SF:PTHR11176:SF10;NAME:Protein boule-like;
GHHK01027029_1__132_2225___	PTHR19134	SF:PTHR19134:SF428;NAME:Tyrosine-protein phosphatase corkscrew;
GHHK01009697_1__104_715___	PTHR10980	SF:PTHR10980:SF3;NAME:LD16419p;
GHHK01005898_1__2_316___	PTHR10579	SF:PTHR10579:SF43;NAME:;
GHHK01017397_1__226_4788___	PTHR10579	SF:PTHR10579:SF43;NAME:;
GHHK01025402_1__69_788___	PTHR20905	SF:PTHR20905:SF5;NAME:GH28833p-related;  GO-Annotations:GO:0005737;GO:0008080;
GHHK01012270_1__116_718___	PTHR10516	SF:PTHR10516:SF389;NAME:Peptidyl-prolyl cis-trans isomerase FPR2;  GO-Annotations:GO:0005737;GO:0061077;GO:0005528;GO:0003755;GO:0000413;
GHHK01026650_1__45_710___	PTHR10509	SF:PTHR10509:SF14;NAME:Catechol O-methyltransferase domain-containing protein 1;
GHHK01013395_1__374_1990___	PTHR42938	SF:PTHR42938:SF5;NAME:D-3-phosphoglycerate dehydrogenase;  GO-Annotations:GO:0004617;
GHHK01007840_1__66_1196___	PTHR10218	SF:PTHR10218:SF241;NAME:G protein alpha i subunit;  GO-Annotations:GO:0031683;GO:0004871;GO:0007188;GO:0005834;GO:0003924;GO:0001664;
GHHK01008579_1__390_1451___	PTHR10218	SF:PTHR10218:SF295;NAME:G protein alpha q subunit-related;  GO-Annotations:GO:0031683;GO:0004871;GO:0007188;GO:0005834;GO:0060158;GO:0003924;GO:0001664;
GHHK01002449_1__654_1718___	PTHR10218	SF:PTHR10218:SF293;NAME:Guanine nucleotide-binding protein G(o) subunit alpha;  GO-Annotations:GO:0031683;GO:0004871;GO:0007188;GO:0005834;GO:0003924;GO:0001664;
GHHK01009840_1__34_1404___	PTHR43604	SF:PTHR43604:SF5;NAME:Long-chain specific acyl-CoA dehydrogenase, mitochondrial;  GO-Annotations:GO:0050660;GO:0042758;GO:0004466;GO:0003995;GO:0033539;GO:0016401;GO:0005739;GO:0019254;
GHHK01007788_1__66_2273___	PTHR11630	SF:PTHR11630:SF42;NAME:DNA replication licensing factor MCM5;
GHHK01017961_1__108_2846___	PTHR11630	SF:PTHR11630:SF44;NAME:DNA replication licensing factor MCM2;
GHHK01017894_1__89_2788___	PTHR11630	SF:PTHR11630:SF66;NAME:DNA replication licensing factor MCM4;
GHHK01018728_1__235_1965___	PTHR19959	SF:PTHR19959:SF207;NAME:Kinesin light chain;
GHHK01008097_1__206_1561___	PTHR11846	SF:PTHR11846:SF0;NAME:Adenylosuccinate synthetase isozyme 2;  GO-Annotations:GO:0005737;GO:0046040;GO:0044208;GO:0004019;
GHHK01018285_1__263_4384___	PTHR15073	SF:PTHR15073:SF1;NAME:Ensconsin, isoform F;  GO-Annotations:GO:0015630;GO:0000226;
GHHK01008764_1__1_1206___	PTHR22792	SF:PTHR22792:SF100;NAME:Lupus La protein;
GHHK01016240_1__1391_2560___	PTHR43674	SF:PTHR43674:SF2;NAME:Beta-ureidopropionase;  GO-Annotations:GO:0016811;GO:0033396;GO:0019482;GO:0003837;
GHHK01020646_1__86_1732___	PTHR11606	SF:PTHR11606:SF13;NAME:Glutamate dehydrogenase 1, mitochondrial;
GHHK01017083_1__219_1142___	PTHR10233	SF:PTHR10233:SF18;NAME:Translation initiation factor eIF-2B subunit alpha;  GO-Annotations:GO:0005737;
GHHK01010723_1__61_2205___	PTHR44505	SF:PTHR44505:SF3;NAME:;
GHHK01005731_1__169_558___	PTHR10358	SF:PTHR10358:SF6;NAME:Endosulfine, isoform A;  GO-Annotations:GO:0005737;GO:0004864;GO:0035308;
GHHK01004467_1__1_759___	PTHR22933	SF:PTHR22933:SF19;NAME:FI17806p1-related;
GHHK01019143_1__131_2398___	PTHR11977	SF:PTHR11977:SF39;NAME:Gelsolin;
GHHK01008914_1__109_1002___	PTHR11489	SF:PTHR11489:SF9;NAME:40S ribosomal protein SA;  GO-Annotations:GO:0000461;GO:0003735;GO:0006412;GO:0000447;GO:0000028;GO:0030686;GO:0006407;GO:0022627;
GHHK01017974_1__119_2113___	PTHR10994	SF:PTHR10994:SF61;NAME:Reticulon-like protein;  GO-Annotations:GO:0012505;
GHHK01010241_1__1_1209___	PTHR12450	SF:PTHR12450:SF22;NAME:Extracellular serine/threonine protein CG31145;
GHHK01012524_1__96_494___	PTHR10496	SF:PTHR10496:SF0;NAME:40S ribosomal protein S24;
GHHK01008614_1__71_2350___	PTHR11141	SF:PTHR11141:SF0;NAME:Sec23 ortholog, isoform E;
GHHK01016837_1__209_1603___	PTHR14239	SF:PTHR14239:SF0;NAME:;  GO-Annotations:GO:0008823;GO:0005768;GO:0015677;GO:0055114;GO:0052851;
GHHK01012688_1__100_1644___	PTHR10121	SF:PTHR10121:SF0;NAME:Coatomer subunit delta;
GHHK01008640_1__130_1800___	PTHR43990	SF:PTHR43990:SF1;NAME:Cdc42-interacting protein 4, isoform B;
GHHK01018165_1__85_1008___	PTHR11540	SF:PTHR11540:SF16;NAME:Malate dehydrogenase, mitochondrial;
GHHK01018441_1__126_578___	PTHR23003	SF:PTHR23003:SF3;NAME:FI21236p1;
GHHK01004112_1__2_757___	PTHR23073	SF:PTHR23073:SF12;NAME:26S protease regulatory subunit 8;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01016546_1__130_1350___	PTHR23073	SF:PTHR23073:SF12;NAME:26S protease regulatory subunit 8;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01027755_1__98_1423___	PTHR23073	SF:PTHR23073:SF24;NAME:26S protease regulatory subunit 4;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01027300_1__1_831___	PTHR23073	SF:PTHR23073:SF24;NAME:26S protease regulatory subunit 4;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01020619_1__1_303___	PTHR23073	SF:PTHR23073:SF24;NAME:26S protease regulatory subunit 4;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01005505_1__74_1357___	PTHR23073	SF:PTHR23073:SF7;NAME:26S protease regulatory subunit 6A;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01003973_1__206_1444___	PTHR23073	SF:PTHR23073:SF8;NAME:26S protease regulatory subunit 6B;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01012988_1__67_1239___	PTHR23073	SF:PTHR23073:SF31;NAME:26S protease regulatory subunit 10B;  GO-Annotations:GO:0045899;GO:0030433;GO:0036402;GO:0031595;GO:0008540;GO:0031597;GO:0017025;
GHHK01012704_1__28_1017___	PTHR11595	SF:PTHR11595:SF26;NAME:Elongation factor 1-delta;
GHHK01027632_1__107_1261___	PTHR11595	SF:PTHR11595:SF21;NAME:elongation factor 1-beta-related;
GHHK01016274_1__77_751___	PTHR11595	SF:PTHR11595:SF21;NAME:elongation factor 1-beta-related;
GHHK01003968_1__1_2664___	PTHR14963	SF:PTHR14963:SF1;NAME:Conundrum, isoform A;
GHHK01017089_1__2_1297___	PTHR24361	SF:PTHR24361:SF159;NAME:STE20/SPS1-related proline-alanine-rich protein kinase;  GO-Annotations:GO:0007346;GO:0005737;GO:0031098;GO:0032147;GO:0023014;GO:0004674;GO:0042981;
GHHK01008046_1__215_5422___	PTHR24361	SF:PTHR24361:SF195;NAME:Serine/threonine-protein kinase 10;  GO-Annotations:GO:0007346;GO:0005737;GO:0031098;GO:0032147;GO:0023014;GO:0004674;GO:0042981;
GHHK01027807_1__225_3425___	PTHR24361	SF:PTHR24361:SF452;NAME:Misshapen, isoform A;  GO-Annotations:GO:0007346;GO:0005737;GO:0031098;GO:0032147;GO:0023014;GO:0048812;GO:0000165;GO:0004674;GO:0042981;
GHHK01013946_1__157_1398___	PTHR11804	SF:PTHR11804:SF40;NAME:Saccharolysin;  GO-Annotations:GO:0006518;GO:0006508;GO:0004222;GO:0005758;
GHHK01006685_1__72_1025___	PTHR19269	SF:PTHR19269:SF45;NAME:Tropomyosin-1, isoforms 33/34;  GO-Annotations:GO:0051015;GO:0007015;GO:0006936;GO:0005884;
GHHK01014901_1__46_5007___	PTHR10003	SF:PTHR10003:SF58;NAME:;  GO-Annotations:GO:0004784;GO:0019430;GO:0005615;GO:0005507;GO:0008270;GO:0005737;
GHHK01018908_1__132_719___	PTHR10003	SF:PTHR10003:SF29;NAME:Superoxide dismutase [Cu-Zn];  GO-Annotations:GO:0004784;GO:0019430;GO:0005615;GO:0005507;GO:0008270;GO:0005737;
GHHK01008003_1__1_957___	PTHR10003	SF:PTHR10003:SF37;NAME:;  GO-Annotations:GO:0004784;GO:0019430;GO:0005615;GO:0005507;GO:0008270;GO:0005737;
GHHK01011976_1__471_953___	PTHR11644	SF:PTHR11644:SF2;NAME:Cytidine deaminase;  GO-Annotations:GO:0004126;GO:0009972;GO:0005829;GO:0008270;
GHHK01006057_1__352_1200___	PTHR11743	SF:PTHR11743:SF23;NAME:GH26960p-related;
GHHK01014460_1__3_1550___	PTHR18945	SF:PTHR18945:SF772;NAME:Gamma-aminobutyric acid receptor alpha-like;  GO-Annotations:GO:0005230;GO:0034220;GO:0005887;GO:0050877;GO:0007165;GO:0043005;GO:0045202;GO:0042391;GO:0007268;
GHHK01014031_1__22_1311___	PTHR11473	SF:PTHR11473:SF24;NAME:Phenylalanine-4-hydroxylase;
GHHK01012994_1__226_5274___	PTHR10292	SF:PTHR10292:SF1;NAME:Clathrin heavy chain;
GHHK01013084_1__303_1385___	PTHR10910	SF:PTHR10910:SF113;NAME:LD06392p-related;
GHHK01008093_1__97_1560___	PTHR11564	SF:PTHR11564:SF5;NAME:Signal recognition particle 54 kDa protein;
GHHK01006551_1__121_1527___	PTHR19431	SF:PTHR19431:SF0;NAME:60S ribosomal protein L4;  GO-Annotations:GO:0003735;GO:0044822;GO:0022625;
GHHK01001184_1__513_2627___	PTHR24353	SF:PTHR24353:SF114;NAME:Protein kinase DC1-related;
GHHK01001110_1__2_1786___	PTHR18914	SF:PTHR18914:SF1;NAME:Vinculin;
GHHK01007401_1__101_1261___	PTHR18914	SF:PTHR18914:SF1;NAME:Vinculin;
